run_id,approach,generator,repeat,question_id,category,difficulty,knowledge_type,classification,lexical_sim,semantic_sim,latency_ms,tokens_in,tokens_out,estimated_cost,source_covered,error,judge_claude-sonnet-4-6_correctness,judge_claude-sonnet-4-6_completeness,judge_claude-sonnet-4-6_groundedness,judge_claude-sonnet-4-6_clarity,judge_claude-sonnet-4-6_average,judge_gpt-5.5_correctness,judge_gpt-5.5_completeness,judge_gpt-5.5_groundedness,judge_gpt-5.5_clarity,judge_gpt-5.5_average,judge_grok-build-0.1_correctness,judge_grok-build-0.1_completeness,judge_grok-build-0.1_groundedness,judge_grok-build-0.1_clarity,judge_grok-build-0.1_average,panel_average,crossfamily_average
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q061,relational,medium,relational,partial,0.374223,,8383.045,3,306,0.004599,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,2,3,3,2.75,2.4167,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q062,explanatory,hard,mixed,partial,0.484561,,5472.742,3,151,0.002274,1,,2,2,3,3,2.5,1,0,3,3,1.75,3,1,3,3,2.5,2.25,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q063,relational,medium,relational,correct,0.55348,,4162.364,3,129,0.001944,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q064,discovery,hard,architectural,partial,0.499658,,6708.537,3,201,0.003024,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,2,3,3,2.75,2.3333,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q065,explanatory,medium,architectural,partial,0.39502,,6488.998,3,294,0.004419,1,,2,2,3,3,2.5,1,1,3,3,2.0,3,3,3,3,3.0,2.5,2.5
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q066,discovery,medium,mixed,partial,0.498545,,6500.06,3,117,0.001764,1,,1,1,3,3,2.0,1,1,3,3,2.0,3,1,3,3,2.5,2.1667,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q067,explanatory,hard,mixed,partial,0.480952,,4632.094,3,150,0.002259,1,,3,3,3,3,3.0,1,0,3,3,1.75,3,3,3,3,3.0,2.5833,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q068,impact,hard,mixed,correct,0.542601,,8067.07,3,158,0.002379,1,,2,2,3,3,2.5,1,0,3,3,1.75,3,1,3,3,2.5,2.25,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q069,relational,easy,relational,partial,0.46492,,5680.37,3,198,0.002979,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,2,3,3,2.5,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q070,impact,hard,mixed,partial,0.335284,,13368.812,3,541,0.008124,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,3,3,2.25,2.25,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q071,relational,medium,relational,partial,0.409926,,7208.439,3,296,0.004449,1,,1,1,2,3,1.75,1,1,3,3,2.0,3,2,3,3,2.75,2.1667,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q072,ambiguous,medium,architectural,partial,0.403412,,7759.312,3,305,0.004584,1,,2,2,3,3,2.5,1,1,3,3,2.0,1,1,3,3,2.0,2.1667,2.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q073,discovery,easy,factual,partial,0.435403,,4967.701,3,235,0.003534,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q074,ambiguous,hard,architectural,correct,0.526723,,5259.287,3,147,0.002214,1,,3,3,3,3,3.0,1,0,3,3,1.75,2,1,3,3,2.25,2.3333,2.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q075,discovery,medium,mixed,correct,0.535714,,4362.716,3,107,0.001614,1,,3,3,3,3,3.0,1,0,3,3,1.75,3,2,3,3,2.75,2.5,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q076,discovery,hard,architectural,partial,0.32106,,13383.55,3,629,0.009444,1,,3,3,3,3,3.0,2,2,3,3,2.5,3,3,3,3,3.0,2.8333,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q077,explanatory,medium,relational,correct,0.526778,,5754.239,3,137,0.002064,1,,3,3,3,3,3.0,1,0,3,3,1.75,3,2,3,3,2.75,2.5,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q078,ambiguous,medium,architectural,partial,0.423953,,7134.669,3,303,0.004554,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q079,impact,hard,operational,partial,0.330637,,13054.962,3,549,0.008244,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q080,ambiguous,easy,architectural,partial,0.42476,,7402.834,3,297,0.004464,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q081,relational,hard,architectural,incorrect,0.340954,,6484.452,3,244,0.003669,1,,3,3,3,3,3.0,1,0,3,3,1.75,3,2,3,3,2.75,2.5,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q082,discovery,hard,mixed,partial,0.342197,,7658.612,3,297,0.004464,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q083,impact,hard,operational,partial,0.342717,,7431.411,3,262,0.003939,1,,1,1,2,3,1.75,1,0,2,3,1.5,1,1,3,3,2.0,1.75,1.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q084,factual,medium,factual,partial,0.44129,,4703.57,3,97,0.001464,1,,3,2,3,3,2.75,2,1,3,3,2.25,3,2,3,3,2.75,2.5833,2.5
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q085,explanatory,easy,architectural,partial,0.359562,,6816.89,3,361,0.005424,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,3,3,3,3.0,2.9167,2.875
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q086,factual,easy,factual,incorrect,0.32555,,6733.471,3,320,0.004809,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q087,impact,hard,architectural,partial,0.347158,,8051.053,3,324,0.004869,1,,1,1,2,3,1.75,1,0,3,3,1.75,1,1,1,1,1.0,1.5,1.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q088,explanatory,medium,mixed,partial,0.328742,,9182.163,3,403,0.006054,1,,3,3,3,3,3.0,3,2,2,3,2.5,3,2,3,3,2.75,2.75,2.625
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q089,factual,easy,factual,incorrect,0.372978,,5050.79,3,197,0.002964,1,,1,1,2,1,1.25,0,1,2,2,1.25,0,1,3,3,1.75,1.4167,1.5
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q090,explanatory,medium,architectural,error,0.0,,300000.0,0,0,0.0,0,timeout after 300.0s,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q091,explanatory,easy,architectural,partial,0.313043,,47140.896,3,427,0.006414,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q092,explanatory,medium,architectural,error,0.0,,300000.0,0,0,0.0,0,timeout after 300.0s,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q093,factual,easy,factual,partial,0.50264,,4629.596,3,138,0.002079,1,,3,3,3,3,3.0,2,2,3,3,2.5,3,3,3,3,3.0,2.8333,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q094,discovery,medium,mixed,partial,0.356764,,7691.04,3,253,0.003804,1,,1,1,3,3,2.0,1,0,3,3,1.75,1,1,3,3,2.0,1.9167,1.875
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q095,impact,medium,operational,partial,0.396794,,7992.272,508,310,0.006174,1,,1,1,2,3,1.75,1,0,2,3,1.5,1,1,1,1,1.0,1.4167,1.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q096,relational,medium,architectural,partial,0.377268,,8444.754,3,345,0.005184,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,1,3,3,2.5,2.25,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q097,discovery,hard,architectural,partial,0.454616,,5481.959,3,172,0.002589,1,,3,3,3,3,3.0,1,0,3,3,1.75,3,2,3,3,2.75,2.5,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q098,factual,easy,factual,correct,0.489297,,4067.594,3,196,0.002949,1,,3,3,3,3,3.0,3,2,3,3,2.75,1,1,1,1,1.0,2.25,1.875
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q099,ambiguous,hard,mixed,partial,0.418509,,7776.708,737,307,0.006816,1,,2,2,3,3,2.5,2,1,2,3,2.0,3,2,3,3,2.75,2.4167,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q100,impact,hard,mixed,partial,0.350211,,14408.876,3,398,0.005979,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,3,3,2.25,2.25,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q101,ambiguous,medium,operational,correct,0.458957,,10629.821,3,266,0.003999,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q102,factual,easy,factual,incorrect,0.372229,,7633.162,3,276,0.004149,1,,1,1,3,3,2.0,1,1,3,3,2.0,3,2,3,3,2.75,2.25,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q103,relational,hard,architectural,partial,0.374374,,9613.221,3,327,0.004914,1,,2,1,3,3,2.25,1,0,3,3,1.75,2,1,3,3,2.25,2.0833,2.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q104,ambiguous,hard,operational,partial,0.349776,,9998.433,3,427,0.006414,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q105,discovery,hard,architectural,partial,0.368221,,9500.721,3,368,0.005529,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q106,factual,easy,factual,incorrect,0.354839,,6440.361,3,305,0.004584,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q107,impact,hard,operational,partial,0.396657,,7689.302,3,289,0.004344,1,,2,2,3,3,2.5,1,0,3,3,1.75,2,1,3,3,2.25,2.1667,2.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q108,factual,easy,factual,incorrect,0.360119,,6532.285,3,282,0.004239,1,,2,1,3,3,2.25,1,1,3,3,2.0,1,1,3,3,2.0,2.0833,2.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q109,ambiguous,hard,mixed,correct,0.309131,,14943.552,3,581,0.008724,1,,2,2,2,3,2.25,2,1,2,3,2.0,2,2,3,3,2.5,2.25,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q110,explanatory,medium,architectural,correct,0.532032,,7462.407,3,254,0.003819,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q111,relational,medium,relational,partial,0.400173,,9661.652,3,403,0.006054,1,,1,1,2,3,1.75,1,1,3,3,2.0,2,1,3,3,2.25,2.0,2.125
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q112,relational,medium,relational,incorrect,0.33164,,9557.185,3,422,0.006339,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,2,3,3,2.5,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q113,discovery,hard,architectural,partial,0.420115,,9080.707,939,278,0.006987,1,,1,1,3,3,2.0,1,1,3,3,2.0,3,2,3,3,2.75,2.25,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q114,impact,medium,operational,correct,0.505707,,4887.972,3,116,0.001749,1,,1,0,3,3,1.75,1,0,3,3,1.75,3,2,3,3,2.75,2.0833,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q115,relational,easy,relational,partial,0.375812,,8849.245,3,349,0.005244,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.5
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q116,factual,easy,factual,partial,0.423549,,4922.083,3,201,0.003024,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q117,ambiguous,hard,mixed,partial,0.34553,,12407.919,3,510,0.007659,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q118,factual,easy,factual,partial,0.464789,,2688.981,3,67,0.001014,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q119,discovery,hard,architectural,partial,0.385764,,9966.943,3,384,0.005769,1,,2,1,3,3,2.25,2,1,2,3,2.0,3,2,3,3,2.75,2.3333,2.375
unstructured__claude-sonnet-4-6__r2__20260622T180231-59d427,unstructured,claude-sonnet-4-6,2,Q120,impact,hard,operational,partial,0.450936,,8138.081,515,315,0.00627,1,,1,1,2,3,1.75,1,0,2,3,1.5,1,1,2,3,1.75,1.6667,1.625
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q001,factual,easy,factual,correct,0.438261,,3092.27,3,82,0.001239,1,,2,2,3,3,2.5,0,1,3,3,1.75,2,2,3,3,2.5,2.25,2.125
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q002,factual,easy,factual,partial,0.48655,,3896.213,3,121,0.001824,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q003,factual,easy,factual,incorrect,0.363514,,5629.979,3,260,0.003909,1,,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3.0,3.0,3.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q004,factual,easy,factual,partial,0.502778,,3566.923,3,95,0.001434,1,,1,1,2,3,1.75,1,1,3,3,2.0,3,3,3,3,3.0,2.25,2.5
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q005,factual,easy,factual,partial,0.420233,,3615.122,3,108,0.001629,1,,2,2,3,3,2.5,1,0,3,3,1.75,3,2,3,3,2.75,2.3333,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q006,factual,easy,factual,incorrect,0.328912,,6662.363,3,294,0.004419,1,,2,1,3,3,2.25,1,1,3,3,2.0,2,1,3,3,2.25,2.1667,2.125
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q007,factual,medium,factual,incorrect,0.330905,,8769.32,3,356,0.005349,1,,3,3,3,3,3.0,3,2,3,3,2.75,3,2,3,3,2.75,2.8333,2.75
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q008,relational,medium,relational,correct,0.367235,,7144.322,3,320,0.004809,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,1,3,3,2.25,2.25,2.125
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q009,relational,easy,relational,correct,0.459854,,9344.816,3,220,0.003309,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,3,3,3,3.0,2.8333,2.875
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q010,relational,hard,relational,partial,0.392039,,14001.227,818,224,0.005814,1,,2,1,3,3,2.25,1,0,3,3,1.75,2,1,3,3,2.25,2.0833,2.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q011,relational,medium,relational,incorrect,0.335742,,15180.173,3,411,0.006174,1,,2,2,3,3,2.5,2,1,3,3,2.25,1,1,3,3,2.0,2.25,2.125
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q012,relational,easy,relational,partial,0.535958,,11456.339,3,197,0.002964,1,,2,1,3,3,2.25,2,1,3,3,2.25,3,1,3,3,2.5,2.3333,2.375
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q013,relational,easy,relational,partial,0.430507,,8431.262,3,330,0.004959,1,,3,2,3,3,2.75,2,1,3,3,2.25,3,2,3,3,2.75,2.5833,2.5
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q014,relational,hard,architectural,partial,0.388684,,8830.701,3,436,0.006549,1,,3,2,3,3,2.75,2,1,3,3,2.25,2,2,3,3,2.5,2.5,2.375
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q015,explanatory,hard,architectural,partial,0.45645,,7036.224,3,273,0.004104,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.5
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q016,explanatory,hard,architectural,error,0.0,,0.0,0,0,0.0,0,"Error code: 524 - {'type': 'https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-524/', 'title': 'Error 524: A timeout occurred', 'status': 524, 'detail': 'The origin web server did not return a complete response within the 120-second Proxy Read Timeout window. The connection was established, but the origin took too long to respond.', 'instance': 'a1056ce05b728f4d', 'error_code': 524, 'error_name': 'origin_response_timeout', 'error_category': 'origin', 'ray_id': 'a1056ce05b728f4d', 'timestamp': '2026-06-23T18:08:17Z', 'zone': 'api.anthropic.com', 'cloudflare_error': True, 'retryable': True, 'retry_after': 120, 'owner_action_required': True, 'what_you_should_do': '**Wait and retry.** Back off for at least 120 seconds. If the error persists, the website operator should check for long-running processes or an overloaded origin.', 'footer': 'This error was generated by Cloudflare on behalf of the website owner.'}",0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q017,explanatory,medium,architectural,partial,0.495623,,5297.152,3,211,0.003174,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q018,explanatory,medium,architectural,correct,0.433793,,6886.2,3,256,0.003849,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q019,explanatory,medium,operational,correct,0.436805,,15756.691,3,336,0.005049,1,,3,2,3,3,2.75,2,2,3,3,2.5,2,1,3,3,2.25,2.5,2.375
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q020,explanatory,hard,mixed,partial,0.339147,,10469.02,3,543,0.008154,1,,2,2,3,3,2.5,1,1,3,3,2.0,2,2,3,3,2.5,2.3333,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q021,explanatory,hard,architectural,correct,0.543545,,5730.719,3,202,0.003039,1,,3,2,3,3,2.75,1,1,3,3,2.0,3,2,3,3,2.75,2.5,2.375
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q022,impact,hard,mixed,correct,0.41256,,9463.982,3,380,0.005709,1,,2,2,3,3,2.5,2,1,2,3,2.0,2,1,2,3,2.0,2.1667,2.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q023,impact,hard,mixed,correct,0.450342,,9563.35,3,352,0.005289,1,,3,2,3,3,2.75,2,1,3,3,2.25,2,1,3,3,2.25,2.4167,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q024,impact,medium,architectural,partial,0.39203,,8617.861,3,328,0.004929,1,,1,1,3,3,2.0,1,1,2,3,1.75,2,1,3,3,2.25,2.0,2.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q025,impact,medium,operational,partial,0.453763,,6810.036,3,278,0.004179,1,,2,1,3,3,2.25,1,1,3,3,2.0,1,0,3,3,1.75,2.0,1.875
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q026,impact,hard,mixed,partial,0.440827,,10143.39,3,363,0.005454,1,,2,1,3,3,2.25,2,1,3,3,2.25,2,1,3,3,2.25,2.25,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q027,impact,medium,mixed,correct,0.413739,,10459.044,3,392,0.005889,1,,3,2,3,3,2.75,3,2,3,3,2.75,3,2,3,3,2.75,2.75,2.75
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q028,impact,medium,mixed,correct,0.360324,,9770.301,3,414,0.006219,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,2,3,3,2.75,2.5,2.5
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q029,discovery,easy,factual,partial,0.399297,,6564.286,3,226,0.003399,1,,1,1,3,3,2.0,1,0,3,3,1.75,2,1,3,3,2.25,2.0,2.0
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q030,discovery,medium,relational,partial,0.348577,,8233.906,3,307,0.004614,1,,1,0,2,3,1.5,1,0,3,3,1.75,3,2,3,3,2.75,2.0,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q031,discovery,medium,operational,partial,0.448113,,6191.921,3,276,0.004149,1,,2,1,3,3,2.25,1,1,3,3,2.0,3,1,3,3,2.5,2.25,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q032,discovery,easy,factual,partial,0.428708,,6478.362,3,142,0.002139,1,,2,2,3,3,2.5,1,0,3,3,1.75,1,1,3,3,2.0,2.0833,1.875
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q033,discovery,hard,architectural,partial,0.392106,,8972.862,3,364,0.005469,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q034,discovery,medium,operational,partial,0.499632,,4704.526,3,161,0.002424,1,,2,2,3,3,2.5,2,1,3,3,2.25,3,3,3,3,3.0,2.5833,2.625
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q035,ambiguous,medium,mixed,partial,0.439189,,8177.968,3,399,0.005994,1,,2,2,3,3,2.5,2,1,3,3,2.25,2,1,3,3,2.25,2.3333,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q036,ambiguous,hard,mixed,correct,0.429589,,9006.764,3,431,0.006474,1,,3,1,3,3,2.5,2,1,3,3,2.25,3,1,3,3,2.5,2.4167,2.375
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q037,ambiguous,hard,mixed,correct,0.512387,,5740.988,3,197,0.002964,1,,2,1,3,3,2.25,1,0,3,3,1.75,3,2,3,3,2.75,2.25,2.25
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,claude-sonnet-4-6,3,Q038,ambiguous,easy,operational,correct,0.493492,,6276.733,3,233,0.003504,1,,2,1,3,3,2.25,2,0,3,3,2.0,3,2,3,3,2.75,2.3333,2.375
